gid	HCT116_ctrl1	HCT116_ctrl2	HCT116_ctrl3	HCT116_curcumin1	HCT116_curcumin2	HCT116_curcumin3
ENSG00000200718	0	0	0	0	0	0
ENSG00000213699	3777	3103	3212	986	684	921
ENSG00000115163	524	1081	674	202	335	243
ENSG00000145835	0	0	0	0	0	0
ENSG00000157851	1143	1527	984	558	788	650
ENSG00000138028	142	49	222	115	114	95
ENSG00000261012	0	0	0	0	0	0
ENSG00000280390	0	0	0	0	0	0
ENSG00000218819	0	0	0	0	0	0
ENSG00000084674	0	0	0	0	0	0
ENSG00000115841	105	80	109	34	46	42
ENSG00000235848	0	1	0	0	1	0
ENSG00000199603	0	0	0	0	0	0
ENSG00000273006	0	0	0	0	0	0
ENSG00000213594	0	0	0	0	0	0
ENSG00000119787	2209	2716	2668	465	449	553
ENSG00000288994	2	0	0	6	0	0
ENSG00000189292	7	7	12	56	28	9
ENSG00000270677	0	0	0	0	0	0
ENSG00000205221	0	0	0	10	0	0
ENSG00000115808	1798	2125	1781	491	462	428
ENSG00000279519	0	0	0	0	0	0
ENSG00000252756	6	0	0	0	0	0
ENSG00000152154	18	4	22	30	10	12
ENSG00000168658	6	4	20	0	3	2
ENSG00000231635	0	0	0	0	0	0
ENSG00000237583	0	0	0	0	0	0
ENSG00000227842	0	0	0	0	0	0
ENSG00000228615	0	0	0	0	0	0
ENSG00000266063	0	1	0	0	0	0
ENSG00000230958	0	0	0	0	0	0
ENSG00000153208	433	369	368	242	198	206
ENSG00000188177	666	418	727	112	100	122
ENSG00000169629	152	113	158	100	29	56
ENSG00000115159	3106	4345	3476	1588	1853	1797
ENSG00000155636	149	386	275	120	187	268
ENSG00000144580	3074	3653	2963	1630	1515	1567
ENSG00000233608	0	0	0	0	0	0
ENSG00000136002	948	677	590	73	176	180
ENSG00000116062	2196	2643	2137	1046	742	965
ENSG00000144579	3276	2635	3275	387	414	583
ENSG00000143970	2449	2479	2040	727	374	416
ENSG00000212246	0	0	0	0	0	0
ENSG00000185078	0	0	0	0	0	0
ENSG00000251941	0	0	0	0	0	0
ENSG00000224839	1	0	0	0	0	0
ENSG00000229150	0	0	0	0	0	0
ENSG00000118231	0	0	0	20	0	0
ENSG00000163254	0	0	0	4	0	6
ENSG00000224529	0	0	0	0	14	4
ENSG00000035141	1796	1991	2038	1404	1846	1994
ENSG00000284479	10	3	1	4	3	0
ENSG00000242412	0	0	0	0	0	0
ENSG00000293077	0	0	0	0	0	0
ENSG00000271443	0	0	0	0	0	0
ENSG00000182814	0	0	0	0	0	0
ENSG00000293083	0	0	0	0	0	0
ENSG00000237442	0	0	0	0	0	0
ENSG00000293085	0	0	0	0	0	0
ENSG00000237077	0	0	0	0	0	0
ENSG00000293093	0	0	0	0	0	0
ENSG00000223973	2	0	0	0	0	0
ENSG00000293111	0	0	0	0	0	0
ENSG00000227682	0	0	0	0	0	0
ENSG00000293112	0	0	0	0	0	0
ENSG00000227802	0	0	0	0	0	0
ENSG00000293135	0	0	0	0	0	0
ENSG00000178836	0	0	0	0	0	0
ENSG00000213225	4	14	8	4	1	6
ENSG00000229920	0	0	0	0	0	0
ENSG00000293170	0	0	0	0	0	0
ENSG00000230596	0	0	0	0	0	0
ENSG00000239649	0	0	0	0	0	0
ENSG00000236391	0	0	0	0	0	0
ENSG00000273763	0	0	0	0	0	0
ENSG00000283698	0	0	0	0	0	0
ENSG00000162997	0	0	0	0	0	0
ENSG00000173209	0	0	0	0	0	0
ENSG00000114933	1252	1039	990	272	105	121
ENSG00000023228	3356	3772	3643	1305	1619	1736
ENSG00000114942	15397	12828	19389	51566	44985	43890
ENSG00000204186	965	576	850	214	178	169
ENSG00000290093	3	0	1	0	6	0
ENSG00000243910	4	1	0	14	6	16
ENSG00000289811	0	0	0	0	0	0
ENSG00000158417	3383	4636	3705	758	943	1242
ENSG00000115306	7807	8277	6136	2604	2682	2908
ENSG00000178586	0	0	0	0	0	0
ENSG00000222536	0	0	0	0	0	0
ENSG00000212378	0	0	0	0	0	0
ENSG00000116096	1754	2322	1917	1137	1574	1581
ENSG00000135638	262	141	167	151	81	105
ENSG00000278060	1	0	2	0	0	0
ENSG00000144040	523	578	510	395	235	265
ENSG00000135631	2956	2349	2734	1710	1015	1008
ENSG00000214513	0	0	0	0	0	0
ENSG00000135632	1445	1759	1443	459	884	904
ENSG00000135617	288	372	329	210	216	162
ENSG00000135624	13999	18740	17209	17071	17155	18023
ENSG00000163013	3930	3502	3024	1201	1103	1347
ENSG00000135625	32	4	36	4	8	16
ENSG00000168542	15	1	6	29	6	8
ENSG00000204262	88	83	109	40	46	49
ENSG00000228073	0	0	0	0	0	0
ENSG00000264725	0	0	0	0	0	0
ENSG00000082898	6946	10024	7889	2163	2262	2752
ENSG00000095002	1874	2967	2190	514	863	1147
ENSG00000115839	2870	2622	2816	775	919	957
ENSG00000018280	10	8	4	15	6	12
ENSG00000156966	576	563	698	100	149	165
ENSG00000138378	90	67	58	13	26	50
ENSG00000198369	5681	4533	4731	1080	710	665
ENSG00000232693	0	5	0	13	2	6
ENSG00000234255	4	1	6	0	0	0
ENSG00000203435	0	0	0	0	0	4
ENSG00000227878	0	0	0	0	0	0
ENSG00000081320	827	1063	934	387	253	375
ENSG00000272211	8	6	20	0	0	0
ENSG00000276200	0	0	0	0	0	0
ENSG00000138061	193	184	195	49	37	70
ENSG00000130294	10	4	2	3	2	1
ENSG00000293576	0	2	0	6	0	0
ENSG00000293580	0	0	0	0	2	0
ENSG00000228837	0	0	0	0	0	0
ENSG00000153094	1658	1242	1483	611	398	294
ENSG00000293584	0	0	0	0	0	0
ENSG00000007001	2	6	4	0	4	6
ENSG00000233999	0	0	0	0	0	0
ENSG00000224881	0	0	0	0	0	0
ENSG00000222041	244	356	140	537	267	169
ENSG00000284879	7	7	9	6	13	3
ENSG00000214354	4	0	0	4	0	12
ENSG00000265507	0	0	0	0	0	0
ENSG00000225933	0	0	0	0	0	0
ENSG00000234231	0	1	0	0	0	0
ENSG00000125551	10	12	4	0	0	0
ENSG00000185304	0	0	0	3	2	0
ENSG00000229604	0	0	0	0	0	0
ENSG00000153246	161	48	68	66	26	44
ENSG00000115221	18	6	12	0	0	0
ENSG00000285373	0	0	0	4	0	0
ENSG00000283734	0	0	0	0	0	0
ENSG00000229195	5	5	11	6	0	0
ENSG00000178662	102	80	105	16	10	12
ENSG00000115339	1035	870	1104	251	284	352
ENSG00000288958	18	8	8	81	14	9
ENSG00000128708	1397	2559	2111	1272	1324	1259
ENSG00000172878	429	443	515	433	378	449
ENSG00000226963	3	2	2	0	0	0
ENSG00000144355	138	119	172	364	243	131
ENSG00000091409	4190	4797	5153	1281	1316	1209
ENSG00000223373	0	0	0	0	0	0
ENSG00000283637	0	0	0	0	0	0
ENSG00000266354	0	0	0	0	0	0
ENSG00000286965	0	0	0	2	0	0
ENSG00000030419	108	83	88	6	2	6
ENSG00000196096	0	0	0	0	0	0
ENSG00000224516	4	0	4	7	0	0
ENSG00000284407	0	0	0	0	0	0
ENSG00000224087	0	0	0	0	0	0
ENSG00000293150	0	0	0	0	0	0
ENSG00000290050	0	0	0	0	0	0
ENSG00000223640	0	0	0	0	0	0
ENSG00000261104	2	5	16	0	0	0
ENSG00000237737	2	8	0	10	0	0
ENSG00000272183	19	13	41	17	13	1
ENSG00000135637	690	582	675	427	276	228
ENSG00000271228	2	0	0	0	0	4
ENSG00000289727	13	13	2	21	16	10
ENSG00000230046	2	0	0	0	0	0
ENSG00000277893	0	0	0	10	0	0
ENSG00000228563	0	0	0	0	0	0
ENSG00000270422	0	0	0	0	0	0
ENSG00000223647	0	0	0	0	0	0
ENSG00000021574	1053	1054	978	243	274	282
ENSG00000144406	0	4	6	13	0	19
ENSG00000144445	509	401	441	202	208	158
ENSG00000272807	12	5	24	0	2	1
ENSG00000229127	22	14	14	64	12	8
ENSG00000231063	0	0	0	0	0	0
ENSG00000115361	0	0	0	25	6	7
ENSG00000151665	413	353	446	510	471	576
ENSG00000251039	0	0	0	0	0	0
ENSG00000136696	0	0	0	0	3	4
ENSG00000228108	0	0	0	0	0	0
ENSG00000234943	0	0	4	0	0	0
ENSG00000170634	231	220	303	175	207	258
ENSG00000115844	630	610	650	846	510	470
ENSG00000236651	2	2	7	10	6	0
ENSG00000232555	2	0	0	0	0	0
ENSG00000199866	0	0	0	0	0	0
ENSG00000225406	0	0	0	0	0	0
ENSG00000233581	0	0	0	6	3	4
ENSG00000227824	0	0	0	0	0	0
ENSG00000226276	2	0	0	0	6	0
ENSG00000118242	819	699	838	206	286	377
ENSG00000115425	247	244	396	145	212	248
ENSG00000163449	70	44	26	0	26	0
ENSG00000079246	16985	21753	20645	9877	11616	13224
ENSG00000232970	2	0	0	0	0	0
ENSG00000236478	12	4	4	0	1	0
ENSG00000279348	254	265	137	44	36	38
ENSG00000144583	0	2	0	5	0	8
ENSG00000231092	0	0	0	0	0	0
ENSG00000286154	4	0	0	0	0	0
ENSG00000215023	0	6	16	0	0	4
ENSG00000261186	0	8	2	2	14	0
ENSG00000144285	10	4	6	10	2	0
ENSG00000285925	0	0	0	0	0	0
ENSG00000231043	4	2	8	7	5	7
ENSG00000212168	0	0	0	0	0	0
ENSG00000293318	0	0	1	0	0	0
ENSG00000271615	0	0	0	0	0	0
ENSG00000213194	0	2	0	0	0	0
ENSG00000136542	433	537	638	54	58	88
ENSG00000222404	0	0	0	0	0	0
ENSG00000136541	0	0	0	0	0	0
ENSG00000230562	6	24	4	2	2	10
ENSG00000115165	6	0	6	2	0	0
ENSG00000040933	1904	1593	1586	484	501	535
ENSG00000158428	0	0	2	5	0	6
ENSG00000226338	0	0	0	0	0	0
ENSG00000214024	0	0	0	0	0	0
ENSG00000242575	0	0	0	0	0	0
ENSG00000200377	0	0	0	0	0	0
ENSG00000177519	4	0	5	0	4	0
ENSG00000236917	0	0	0	0	0	0
ENSG00000144278	25	4	25	22	14	14
ENSG00000230251	0	0	0	4	0	0
ENSG00000238004	0	0	0	0	0	0
ENSG00000229229	0	0	0	0	0	0
ENSG00000293615	16	6	2	18	0	4
ENSG00000179818	0	0	0	5	0	0
ENSG00000231327	0	1	1	32	22	9
ENSG00000290802	0	0	0	0	0	0
ENSG00000240040	0	0	0	0	0	0
ENSG00000211599	0	0	0	0	0	0
ENSG00000197794	0	0	0	0	0	0
ENSG00000225136	0	0	0	0	0	0
ENSG00000253435	0	0	0	0	0	0
ENSG00000243466	0	0	0	0	0	0
ENSG00000231062	0	0	0	0	0	0
ENSG00000291024	0	0	0	0	0	0
ENSG00000168754	4	5	8	4	0	4
ENSG00000273515	0	0	0	0	0	0
ENSG00000228968	0	0	0	0	0	0
ENSG00000115091	5193	7467	7154	2364	3224	3450
ENSG00000279957	0	2	0	0	0	0
ENSG00000212182	0	0	0	1	2	0
ENSG00000286513	0	0	0	0	0	0
ENSG00000231926	0	0	0	0	0	0
ENSG00000224410	0	0	0	0	0	0
ENSG00000287135	0	0	0	0	0	0
ENSG00000227574	0	0	0	0	0	0
ENSG00000282785	0	0	0	0	0	0
ENSG00000207207	0	0	0	0	0	0
ENSG00000244399	0	6	1	0	0	0
ENSG00000199936	0	0	0	0	0	0
ENSG00000276281	0	0	0	0	0	0
ENSG00000229498	9	0	0	0	4	0
ENSG00000168874	397	260	518	21	20	62
ENSG00000270956	4	3	0	0	0	0
ENSG00000270277	3	5	0	2	3	2
ENSG00000271011	0	0	0	0	0	0
ENSG00000270574	3	0	0	0	0	0
ENSG00000267784	0	0	0	2	0	0
ENSG00000284701	0	0	0	0	0	0
ENSG00000231826	0	0	0	0	0	8
ENSG00000230587	33	4	13	6	4	0
ENSG00000187957	510	216	440	506	354	434
ENSG00000233955	0	0	0	0	0	0
ENSG00000225765	0	0	0	0	0	0
ENSG00000293648	0	0	0	0	0	0
ENSG00000287793	0	0	0	0	0	0
ENSG00000234781	0	0	0	0	0	0
ENSG00000225669	0	0	0	0	0	0
ENSG00000207249	0	0	0	0	0	0
ENSG00000213301	0	0	0	0	0	0
ENSG00000198914	0	0	0	0	0	0
ENSG00000182177	56	17	23	20	0	2
ENSG00000237581	0	0	0	0	0	0
ENSG00000271787	0	0	0	0	0	0
ENSG00000271629	0	0	0	0	0	0
ENSG00000270654	0	0	0	0	0	0
ENSG00000264192	0	0	0	0	0	0
ENSG00000242699	0	0	0	0	0	0
ENSG00000197644	0	0	0	0	0	0
ENSG00000252804	0	0	0	0	0	0
ENSG00000230876	4	0	4	4	9	0
ENSG00000293668	0	0	0	0	0	0
ENSG00000236854	0	0	0	0	0	0
ENSG00000202344	0	0	0	0	0	0
ENSG00000272180	0	0	0	0	0	0
ENSG00000207548	0	0	0	0	0	0
ENSG00000207798	0	0	0	0	0	0
ENSG00000211520	0	0	0	0	0	0
ENSG00000271894	0	0	0	0	0	0
ENSG00000055813	12	11	14	11	12	30
ENSG00000199395	0	0	0	0	0	0
ENSG00000231815	0	0	0	0	0	0
ENSG00000270447	0	0	0	0	0	0
ENSG00000200101	0	0	0	0	0	0
ENSG00000252726	0	0	0	0	0	0
ENSG00000225889	0	1	2	2	3	0
ENSG00000288932	0	0	0	0	0	0
ENSG00000293670	0	0	0	0	0	0
ENSG00000251973	0	0	0	0	0	0
ENSG00000225819	0	0	0	0	0	0
ENSG00000274711	0	0	0	0	0	0
ENSG00000152093	0	0	0	0	0	0
ENSG00000225341	0	0	0	0	0	0
ENSG00000290610	0	0	0	0	0	0
ENSG00000184761	0	0	0	0	0	0
ENSG00000290614	0	0	0	0	0	0
ENSG00000232408	0	0	0	0	0	0
ENSG00000230569	0	0	0	2	0	0
ENSG00000144228	2204	2295	2391	885	751	719
ENSG00000237772	2	7	20	22	8	9
ENSG00000206901	0	0	0	0	0	0
ENSG00000287250	0	5	0	8	2	7
ENSG00000293671	0	0	0	0	0	0
ENSG00000286244	4	0	2	3	0	0
ENSG00000144048	865	1042	1066	288	336	412
ENSG00000159399	2603	1787	2941	654	517	491
ENSG00000236209	0	0	0	0	0	0
ENSG00000115350	143	138	196	224	228	107
ENSG00000263909	0	0	0	0	0	0
ENSG00000221843	50	58	45	12	29	8
ENSG00000075292	3402	3191	3557	895	640	749
ENSG00000281195	31	34	42	0	0	4
ENSG00000200779	0	0	0	0	0	0
ENSG00000289463	15	18	46	32	0	0
ENSG00000151353	760	678	931	801	901	990
ENSG00000280360	0	0	0	0	0	4
ENSG00000272342	0	0	0	0	0	0
ENSG00000283303	0	0	0	0	0	0
ENSG00000152117	0	0	0	0	0	0
ENSG00000163040	349	443	534	493	579	550
ENSG00000251956	0	0	0	0	0	0
ENSG00000224559	0	0	0	0	0	0
ENSG00000270930	0	0	0	0	0	0
ENSG00000155657	250	178	172	157	71	40
ENSG00000119878	904	654	1151	1014	663	700
ENSG00000115085	6	12	6	6	10	8
ENSG00000231731	34	40	33	23	14	11
ENSG00000272789	0	0	0	0	0	0
ENSG00000204640	0	0	0	0	0	0
ENSG00000204637	0	0	0	0	0	0
ENSG00000115539	570	735	702	238	277	264
ENSG00000227259	0	0	0	0	0	0
ENSG00000287832	0	0	0	0	0	0
ENSG00000226034	0	0	0	0	0	0
ENSG00000169967	1976	1697	1948	475	350	379
ENSG00000293688	2	4	14	22	2	2
ENSG00000136709	2521	2968	2759	635	547	534
ENSG00000234044	0	0	0	0	0	0
ENSG00000200432	0	0	0	0	0	0
ENSG00000136731	6458	6862	5676	2719	2090	1946
ENSG00000229173	0	0	0	0	0	0
ENSG00000232101	0	0	0	0	0	0
ENSG00000229758	0	0	2	8	0	0
ENSG00000185631	0	0	0	0	0	0
ENSG00000238180	0	0	0	0	0	0
ENSG00000136720	4081	4112	3512	694	623	727
ENSG00000187605	1552	1806	1093	441	205	270
ENSG00000170144	3409	4842	4113	5165	4380	4215
ENSG00000222043	20	12	8	51	36	35
ENSG00000271825	0	2	2	11	0	0
ENSG00000271996	0	2	1	4	26	1
ENSG00000188886	4	4	8	90	88	18
ENSG00000158050	1392	932	1124	11196	8112	7348
ENSG00000084090	7665	9095	8359	2932	2781	3080
ENSG00000135956	3777	3223	3170	557	388	466
ENSG00000065548	1972	2309	2210	1101	1269	1344
ENSG00000162927	206	172	249	171	102	46
ENSG00000275141	0	0	0	0	0	0
ENSG00000196151	395	323	477	98	122	190
ENSG00000123636	930	647	850	231	164	154
ENSG00000270893	0	0	0	0	0	0
ENSG00000225369	0	0	0	0	0	0
ENSG00000207117	0	0	0	0	0	0
ENSG00000230783	0	0	0	0	0	0
ENSG00000136536	2767	3154	3284	1020	1062	1020
ENSG00000241399	0	1	1	0	0	0
ENSG00000287091	0	0	0	10	0	0
ENSG00000227055	0	0	0	0	0	0
ENSG00000118260	1372	1445	1226	704	440	455
ENSG00000144401	493	595	568	330	241	248
ENSG00000223433	0	0	0	6	0	0
ENSG00000199251	0	0	0	0	0	0
ENSG00000213082	0	0	0	1	0	0
ENSG00000200764	0	0	0	0	0	0
ENSG00000163249	922	1004	973	397	228	295
ENSG00000272851	0	0	0	0	0	0
ENSG00000284079	0	0	0	0	0	0
ENSG00000163251	1181	1202	970	272	132	204
ENSG00000135973	13	13	6	67	12	5
ENSG00000135966	1821	1975	1799	750	516	503
ENSG00000235319	0	4	6	0	2	12
ENSG00000135974	938	892	1022	268	147	211
ENSG00000238273	43	7	11	36	22	6
ENSG00000178562	0	0	0	2	6	0
ENSG00000123992	3065	3033	3409	1546	2006	2114
ENSG00000234638	0	1	0	0	0	0
ENSG00000227432	0	4	2	0	0	0
ENSG00000235351	25	5	4	4	5	0
ENSG00000180902	690	528	587	205	296	384
ENSG00000215692	0	4	0	6	0	2
ENSG00000234793	0	7	6	0	0	0
ENSG00000154252	6	3	9	12	3	0
ENSG00000188389	1	0	0	0	0	0
ENSG00000144021	4123	4111	4333	1791	1801	1912
ENSG00000144028	19246	21043	17784	15703	14864	15161
ENSG00000230747	0	3	4	10	15	0
ENSG00000198885	669	756	659	179	80	89
ENSG00000121152	1182	2725	1588	354	364	492
ENSG00000163121	6	2	20	16	2	4
ENSG00000196843	680	474	619	189	230	234
ENSG00000293708	0	0	0	0	0	0
ENSG00000293739	0	0	0	0	0	0
ENSG00000277527	2	0	0	0	0	0
ENSG00000293770	0	0	0	0	0	0
ENSG00000293776	0	0	2	0	0	0
ENSG00000293792	0	0	0	0	0	0
ENSG00000293807	0	0	0	0	0	0
ENSG00000289615	43	36	16	0	15	0
ENSG00000293828	0	0	0	0	0	0
ENSG00000293829	0	0	0	0	0	0
ENSG00000293833	0	0	0	0	0	0
ENSG00000236255	180	155	164	155	23	22
ENSG00000293856	0	0	0	0	0	0
ENSG00000293860	0	0	0	0	0	0
ENSG00000293870	5	2	1	0	0	0
ENSG00000293880	0	0	0	0	0	0
ENSG00000293891	0	0	0	0	0	0
ENSG00000293899	0	0	0	4	0	0
ENSG00000229750	0	2	0	0	2	5
ENSG00000293913	0	0	0	0	0	0
ENSG00000293915	2	2	0	4	0	0
ENSG00000235070	167	97	160	10	28	87
ENSG00000293929	2	0	2	0	0	0
ENSG00000293937	0	0	0	0	1	0
ENSG00000286698	0	0	0	0	0	0
ENSG00000293944	6	0	7	0	0	0
ENSG00000293954	1	0	0	0	0	0
ENSG00000293966	0	0	0	0	0	0
ENSG00000293968	0	0	0	0	0	0
ENSG00000293979	0	0	0	0	0	0
ENSG00000293990	0	0	0	0	0	0
ENSG00000287308	0	0	0	0	0	0
ENSG00000287036	0	0	0	0	0	0
ENSG00000294015	0	0	0	0	0	0
ENSG00000294031	1	1	4	19	7	7
ENSG00000294036	0	0	12	0	0	0
ENSG00000294037	0	0	0	0	0	0
ENSG00000294042	0	0	0	5	0	0
ENSG00000294052	4	0	0	0	1	0
ENSG00000294057	0	0	0	2	0	0
ENSG00000294064	0	0	0	0	0	0
ENSG00000237720	0	0	0	0	0	0
ENSG00000294087	0	0	0	0	0	0
ENSG00000294098	0	0	0	0	0	0
ENSG00000294105	0	0	0	0	0	0
ENSG00000294114	0	0	0	0	0	0
ENSG00000290086	4	1	6	0	2	0
ENSG00000294161	0	0	1	0	0	0
ENSG00000294165	0	1	0	184	142	180
ENSG00000240980	0	0	0	0	0	0
ENSG00000294180	2	0	0	6	0	0
ENSG00000294215	1	0	0	26	20	16
ENSG00000294223	0	0	0	0	0	0
ENSG00000294225	0	0	0	0	0	0
ENSG00000224028	0	0	0	0	0	0
ENSG00000294249	0	0	0	0	0	0
ENSG00000289202	0	4	0	0	0	6
ENSG00000294262	0	0	0	0	0	0
ENSG00000231536	0	0	0	0	0	0
ENSG00000229805	0	0	0	0	0	0
ENSG00000285068	0	0	0	0	0	0
ENSG00000214184	45	7	34	25	25	12
ENSG00000294346	10	6	3	18	2	0
ENSG00000294349	0	0	0	0	0	0
ENSG00000294354	0	0	0	0	0	0
ENSG00000294361	0	0	0	0	3	0
ENSG00000223960	619	566	569	106	81	86
ENSG00000224376	72	36	98	16	26	30
ENSG00000294372	0	0	0	0	0	0
ENSG00000294377	0	0	0	0	0	0
ENSG00000294382	0	0	0	0	0	0
ENSG00000232732	6	3	0	35	14	18
ENSG00000294395	10	4	5	0	0	0
ENSG00000287027	0	0	0	0	0	0
ENSG00000294446	0	0	0	0	0	0
ENSG00000294450	2	0	0	10	18	19
ENSG00000294469	0	0	0	2	0	0
ENSG00000294474	0	0	0	0	0	11
ENSG00000294497	0	0	0	0	0	0
ENSG00000289113	0	0	0	0	0	0
ENSG00000290941	0	10	0	0	0	0
ENSG00000294518	0	0	0	0	0	0
ENSG00000294552	0	0	1	0	0	0
ENSG00000294557	0	0	0	0	0	0
ENSG00000294614	0	0	0	0	0	0
ENSG00000294627	0	0	0	0	0	0
ENSG00000294631	0	0	0	0	0	0
ENSG00000294636	0	0	0	0	0	0
ENSG00000294638	0	0	0	0	0	0
ENSG00000273456	28	6	16	123	46	30
ENSG00000294650	0	0	0	0	0	0
ENSG00000294656	0	0	0	0	0	0
ENSG00000294661	0	0	0	0	0	0
ENSG00000294663	0	0	0	0	0	0
ENSG00000230695	0	0	0	3	0	0
ENSG00000225107	0	0	0	0	0	0
ENSG00000294676	0	0	0	0	0	0
ENSG00000294681	0	0	0	0	0	0
ENSG00000294682	0	1	0	0	0	0
ENSG00000228363	23	9	8	12	0	4
ENSG00000294705	0	0	0	0	0	0
ENSG00000294715	0	0	0	0	0	0
ENSG00000226041	0	0	0	0	0	0
ENSG00000294724	0	0	0	0	0	0
ENSG00000294762	14	10	6	0	1	5
ENSG00000235840	0	0	0	6	0	4
ENSG00000294806	0	0	0	0	0	0
ENSG00000294814	0	0	0	0	0	0
ENSG00000294817	2	0	2	10	8	1
ENSG00000294820	0	0	0	0	0	0
ENSG00000286115	0	0	0	0	0	0
ENSG00000294844	0	0	0	0	0	0
ENSG00000294856	0	0	0	0	0	0
ENSG00000294870	2	2	0	1	0	2
ENSG00000294877	0	0	0	0	0	0
ENSG00000294895	0	0	0	0	0	0
ENSG00000294899	0	0	2	0	1	0
ENSG00000294950	0	2	0	0	5	0
ENSG00000294954	0	0	0	0	0	0
ENSG00000273106	0	0	0	3	0	0
ENSG00000294984	0	0	0	0	0	0
ENSG00000295005	0	0	0	0	0	0
ENSG00000295013	8	1	6	0	0	0
ENSG00000295016	0	0	0	0	0	0
ENSG00000172965	724	918	760	676	532	450
ENSG00000295024	0	0	0	0	0	0
ENSG00000236841	0	0	0	0	0	0
ENSG00000295043	0	0	0	0	0	0
ENSG00000272622	93	93	82	0	6	4
ENSG00000295059	0	0	0	0	0	2
ENSG00000285016	0	0	6	0	0	1
ENSG00000295075	285	253	244	14	26	31
ENSG00000295084	0	0	0	0	0	2
ENSG00000240350	0	0	2	2	0	0
ENSG00000295094	0	0	0	0	0	0
ENSG00000295115	16	1	2	3	0	0
ENSG00000295137	0	0	0	0	0	0
ENSG00000229118	8	3	2	2	0	0
ENSG00000295142	0	0	0	0	0	0
ENSG00000295147	0	0	0	0	0	0
ENSG00000295153	0	0	0	0	0	0
ENSG00000295159	0	0	0	0	4	0
ENSG00000223923	10	0	0	0	4	0
ENSG00000295168	0	0	0	0	10	0
ENSG00000295174	0	0	0	0	0	0
ENSG00000295185	1	14	0	12	12	0
ENSG00000295187	0	0	0	0	6	0
ENSG00000295188	0	0	0	0	0	0
ENSG00000295190	6	5	2	0	0	0
ENSG00000295203	0	0	0	0	0	0
ENSG00000290929	0	0	0	0	0	0
ENSG00000295207	4	2	0	3	0	0
ENSG00000295210	0	0	0	0	0	0
ENSG00000295214	0	0	0	0	0	0
ENSG00000225744	0	0	0	0	0	0
ENSG00000237401	0	0	0	0	0	0
ENSG00000295251	16	2	11	16	0	0
ENSG00000230651	0	0	0	0	0	0
ENSG00000225884	0	0	0	0	0	0
ENSG00000295279	0	0	0	0	0	0
ENSG00000295287	0	0	0	0	0	0
ENSG00000295291	0	0	0	0	0	0
ENSG00000295294	2	0	0	0	0	0
ENSG00000295306	10	2	0	5	11	0
ENSG00000295314	0	0	0	0	0	0
ENSG00000295315	0	0	0	3	0	0
ENSG00000295327	0	0	0	0	0	0
ENSG00000295334	0	0	0	0	0	0
ENSG00000224675	0	0	0	0	0	0
ENSG00000272994	72	126	85	330	127	120
ENSG00000295368	0	0	0	0	0	0
ENSG00000295385	12	14	0	0	0	0
ENSG00000273080	17	10	24	25	5	6
ENSG00000175772	95	114	116	69	52	59
ENSG00000235519	0	0	0	0	0	0
ENSG00000295428	0	0	0	0	0	0
ENSG00000295440	0	0	0	16	0	6
ENSG00000295442	0	0	0	0	0	0
ENSG00000295447	4	6	0	0	0	0
ENSG00000286623	2	0	3	0	6	0
ENSG00000295453	16	2	9	0	0	6
ENSG00000295469	0	0	0	0	0	0
ENSG00000230452	0	0	0	0	0	0
ENSG00000295488	0	0	0	0	0	0
ENSG00000233850	0	0	0	0	6	0
ENSG00000291013	2	0	1	4	0	0
ENSG00000295505	0	0	0	0	0	0
ENSG00000295522	0	0	0	12	0	0
ENSG00000228590	0	0	0	0	0	0
ENSG00000295533	0	0	0	0	0	0
ENSG00000295541	0	0	0	0	0	0
ENSG00000295561	16	10	20	4	2	4
ENSG00000295580	0	0	0	0	0	0
ENSG00000222000	0	0	0	0	0	0
ENSG00000295595	0	0	0	0	0	0
ENSG00000293401	25	43	12	34	5	7
ENSG00000295609	0	0	0	4	0	0
ENSG00000223536	0	0	0	0	0	0
ENSG00000295621	0	0	0	0	0	0
ENSG00000295625	0	0	0	0	0	0
ENSG00000295626	4	2	0	0	0	4
ENSG00000295629	0	0	0	0	0	0
ENSG00000295630	0	0	0	0	0	0
ENSG00000295632	0	0	0	0	0	0
ENSG00000295655	0	0	0	2	0	0
ENSG00000205837	0	0	0	0	0	0
ENSG00000225953	46	66	95	77	50	88
ENSG00000271991	0	0	0	7	4	0
ENSG00000295666	0	0	0	0	0	0
ENSG00000286963	0	0	0	0	3	4
ENSG00000295672	2	0	1	10	0	0
ENSG00000295688	0	0	0	0	0	0
ENSG00000295690	0	0	0	0	0	0
ENSG00000295704	0	0	0	0	0	0
ENSG00000295706	0	0	0	0	0	0
ENSG00000295721	0	0	0	0	0	0
ENSG00000234988	4	6	0	0	0	0
ENSG00000289327	0	0	0	0	0	4
ENSG00000295755	0	0	0	0	0	0
ENSG00000295757	0	0	0	0	0	0
ENSG00000295761	0	0	0	0	0	0
ENSG00000295762	0	0	0	0	0	0
ENSG00000295763	0	0	0	0	0	0
ENSG00000295768	0	0	0	3	0	0
ENSG00000295771	0	0	0	0	0	0
ENSG00000295774	0	0	0	0	2	0
ENSG00000234945	4	2	0	2	0	10
ENSG00000295791	0	0	0	8	0	0
ENSG00000295804	0	0	0	2	4	0
ENSG00000295810	0	0	0	2	0	0
ENSG00000295811	12	2	5	0	0	0
ENSG00000287791	0	0	0	0	0	0
ENSG00000295833	0	2	0	0	0	6
ENSG00000222035	4	6	0	131	101	53
